0	0.00693
4E-5	0.09746
8E-5	0.26318
1.2E-4	0.45709
1.6E-4	0.79698
2E-4	1.21283
2.4E-4	1.63492
2.8E-4	2.08805
3.2E-4	2.66753
3.6E-4	3.11599
4E-4	3.4349
4.4E-4	3.71967
4.8E-4	3.90105
5.2E-4	3.93336
5.6E-4	3.95896
6E-4	3.83796
6.4E-4	3.61863
6.8E-4	3.23162
7.2E-4	2.79566
7.6E-4	2.28828
8E-4	1.78103
8.4E-4	1.36882
8.8E-4	0.98168
9.2E-4	0.66725
9.6E-4	0.37903
0.001	0.21146
0.00104	0.0943
0.00108	0.07481
0.00112	0.29409
0.00116	0.54049
0.0012	0.74356
0.00124	1.1148
0.00128	1.5129
0.00132	1.93787
0.00136	2.2721
0.0014	2.68011
0.00144	2.90315
0.00148	3.1528
0.00152	3.24084
0.00156	3.21427
0.0016	3.11996
0.00164	3.02822
0.00168	2.72725
0.00172	2.38145
0.00176	2.01402
0.0018	1.60109
0.00184	1.1658
0.00188	0.82523
0.00192	0.48511
0.00196	0.26286
0.002	0.1113
0.00204	0.07731
0.00208	0.1608
0.00212	0.36169
0.00216	0.58599
0.0022	0.85734
0.00224	1.12886
0.00228	1.51835
0.00232	1.93195
0.00236	2.32266
0.0024	2.66698
0.00244	2.94143
0.00248	3.19306
0.00252	3.21028
0.00256	3.22827
0.0026	3.05888
0.00264	2.91366
0.00268	2.72186
0.00272	2.3893
0.00276	1.98639
0.0028	1.58341
0.00284	1.22706
0.00288	0.86973
0.00292	0.51106
0.00296	0.29174
0.003	0.11737
0.00304	0.10519
0.00308	0.16092
0.00312	0.30792
0.00316	0.54609
0.0032	0.87543
0.00324	1.31946
0.00328	1.7138
0.00332	2.17645
0.00336	2.63718
0.0034	3.02585
0.00344	3.31932
0.00348	3.6355
0.00352	3.7161
0.00356	3.65562
0.0036	3.59541
0.00364	3.4886
0.00368	3.21786
0.00372	2.90095
0.00376	2.51447
0.0038	2.01151
0.00384	1.55669
0.00388	1.14992
0.00392	0.744
0.00396	0.47983
0.004	0.33364
0.00404	0.21123
0.00408	0.20652
0.00412	0.29587
0.00416	0.47918
0.0042	0.8034
0.00424	1.19791
0.00428	1.66273
0.00432	2.05689
0.00436	2.4982
0.0044	2.86929
0.00444	3.2174
0.00448	3.4252
0.00452	3.42246
0.00456	3.51503
0.0046	3.4913
0.00464	3.30446
0.00468	3.00165
0.00472	2.65347
0.00476	2.28338
0.0048	1.84429
0.00484	1.43013
0.00488	1.04072
0.00492	0.74643
0.00496	0.59406
0.005	0.30138
0.00504	0.12706
0.00508	0.16491
0.00512	0.41471
0.00516	0.61773
0.0052	1.12661
0.00524	1.44756
0.00528	1.93342
0.00532	2.39612
0.00536	2.81225
0.0054	3.15839
0.00544	3.50513
0.00548	3.73494
0.00552	3.65992
0.00556	3.63283
0.0056	3.6535
0.00564	3.41619
0.00568	3.15601
0.00572	2.80226
0.00576	2.44879
0.0058	2.0013
0.00584	1.57707
0.00588	1.12874
0.00592	0.77334
0.00596	0.67486
0.006	0.45663
0.00604	0.23605
0.00608	0.15393
0.00612	0.32749
0.00616	0.52138
0.0062	1.01762
0.00624	1.43996
0.00628	1.95318
0.00632	2.36944
0.00636	2.7833
0.0064	3.0777
0.00644	3.39415
0.00648	3.63901
0.00652	3.57768
0.00656	3.77484
0.0066	3.73694
0.00664	3.46448
0.00668	3.12245
0.00672	2.7346
0.00676	2.3716
0.0068	1.93952
0.00684	1.60299
0.00688	1.19749
0.00692	0.864
0.00696	0.76727
0.007	0.39025
0.00704	0.18007
0.00708	0.06625
0.00712	0.23689
0.00716	0.40983
0.0072	0.74976
0.00724	1.18613
0.00728	1.60146
0.00732	1.99592
0.00736	2.46369
0.0074	2.81646
0.00744	3.19512
0.00748	3.50538
0.00752	3.60598
0.00756	3.66137
0.0076	3.62424
0.00764	3.49426
0.00768	3.10663
0.00772	2.71967
0.00776	2.35637
0.0078	1.92216
0.00784	1.51056
0.00788	1.05024
0.00792	0.63465
0.00796	0.38076
0.008	0.19396
0.00804	0.19135
0.00808	0.11404
0.00812	0.33801
0.00816	0.55744
0.0082	0.91342
0.00824	1.24153
0.00828	1.73013
0.00832	2.09765
0.00836	2.55625
0.0084	2.96529
0.00844	3.25481
0.00848	3.42537
0.00852	3.642
0.00856	3.71702
0.0086	3.67443
0.00864	3.51467
0.00868	3.19114
0.00872	2.75128
0.00876	2.38342
0.0088	1.97014
0.00884	1.51163
0.00888	1.12529
0.00892	0.78757
0.00896	0.42789
0.009	0.21078
0.00904	0.08904
0.00908	0.13303
0.00912	0.36602
0.00916	0.64675
0.0092	1.04563
0.00924	1.32747
0.00928	1.75088
0.00932	2.22188
0.00936	2.62292
0.0094	3.07158
0.00944	3.37979
0.00948	3.64162
0.00952	3.71606
0.00956	3.76769
0.0096	3.67889
0.00964	3.40261
0.00968	3.17387
0.00972	2.80431
0.00976	2.34081
0.0098	1.85364
0.00984	1.36599
0.00988	1.04176
0.00992	0.71588
0.00996	0.38803
0.01	0.10498
